Input,Unit Number,Unit Type,Lesse,Status,City,Depot,Manuf. Year/Month,Manufacturer
SEGU8114544,SEGU8114544,T11A26 - Tk Un T11 26Cbm 6 Bar,Stolt Tank Containers Leasing Ltd,On Hire,MCH-CN-ZYN - Nantong Manuf,"Nantong Tank Container Co., Ltd - 9736",2019/04,Nantong Tank Container Co Ltd - NTTANK (NTT)
seku9162921,SEKU9162921,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/09,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9120480,SEGU9120480,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/11,China International Marine - CIMC QINGDAO (QCRC)
segu9654090,SEGU9654090,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),"Namsung Shipping Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2018/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
crxu8637210,CRXU8637210,T11A24 - Tk Un T11 24 Cbm 6 Bar,"Daelim Co., Ltd.",On Hire,Not Found,-,2007/03,Cronos Migration - NSSC
segu9731577,SEGU9731577,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),BOXA Shipping Limited,On Hire,MCH-CN-SHA - Shanghai,Greating Fortune Shanghai Container - 1713,2019/05,Qingdao Pacific Container Co Ltd - SINGAMAS (QPCL)
cxru1135881,CXRU1135881,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,Off Hire,AFR-ZA-CPT - Cape Town,Independent Container Repairs - 3175,2012/05,Cronos Migration - CMQR
segu9830190,SEGU9830190,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",Interasia Lines Singapore Pte Ltd,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2020/05,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu7606236,SEGU7606236,FB2 - 20' Flush Folding Flatrack,Tropical Shipping and Construction,On Hire,NAE-US-MIA - Miami,Maritime Container Services Inc - 1327,2012/09,China International Marine - CIMC XINHUI (XCCC)
cxru1382264,CXRU1382264,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CMA CGM,On Hire,Not Found,-,2013/10,Cronos Migration - CIMC
SEKU9395944,SEKU9395944,RW2C-PL5 - 20'HCRF Carr 69NT40-571 Primeline ML5,NEPTUNE PACIFIC DIRECT LINE PTE. LT,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (DFIC) - 9838,2024/01,Dong Fang International Container - QIDONG (DFIC)
segu8037005,SEGU8037005,T11A25 - Tk Un T11 25Cbm 6 Bar,"Intermodal Tank Transport (USA), In",On Hire,NAE-US-HOU - Houston,Isochem Logistics Llc - 2056,2013/12,Nantong Tank Container Co Ltd - NTTANK (NTT)
segu7687794,SEGU7687794,FW4 - 40' Flush Folding Hicube Flatrack,Maersk A/S,On Hire,SCH-CN-ZZX - Xinhui Manuf,Guangdong Xinhui CIMC Special - 9843,2023/05,China International Marine - CDC
segu9343376,SEGU9343376,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"TOTE Maritime Puerto Rico, LLC",On Hire,NAE-US-QQM - Miami Pier,US East Coast Pier Depot - 9014,2016/04,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
cxru1459704,CXRU1459704,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,Not Found,-,2014/01,Cronos Migration - CMQR
segu7322477,SEGU7322477,OT4 - 40' Open Top,CMA CGM,On Hire,NWE-BE-ANR - Antwerp,DR Depots BV - 2522,2013/08,CXIC Group Hong Kong Company Limited - CXIC GROUP
seku9318125,SEKU9318125,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Yang Ming Marine Transport Corp.,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2022/04,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9197862,SEGU9197862,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong Pacific Logistics Equipment Co L - 9756,2015/01,Qidong Pacific Logistics Equipment - QIDONG (QPLC)
segu9120500,SEGU9120500,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/11,China International Marine - CIMC QINGDAO (QCRC)
SEGU8114565,SEGU8114565,T11A26 - Tk Un T11 26Cbm 6 Bar,Stolt Tank Containers Leasing Ltd,On Hire,MCH-CN-ZYN - Nantong Manuf,"Nantong Tank Container Co., Ltd - 9736",2019/05,Nantong Tank Container Co Ltd - NTTANK (NTT)
segu7606257,SEGU7606257,FB2 - 20' Flush Folding Flatrack,Tropical Shipping and Construction,On Hire,NAE-US-MIA - Miami,Maritime Container Services Inc - 1327,2012/09,China International Marine - CIMC XINHUI (XCCC)
cxru1218749,CXRU1218749,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",COSCO (Cayman) Mercury Co. Ltd,Off Hire,NWE-NL-RTM - Rotterdam,Kramer Distripark Depot (KDD) - 1929,2012/12,Cronos Migration - CMQR
segu9654110,SEGU9654110,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),"Namsung Shipping Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2018/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
CXSU1165410,CXSU1165410,FB2 - 20' Flush Folding Flatrack,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - CIMX
SEKU9395965,SEKU9395965,RW2C-PL5 - 20'HCRF Carr 69NT40-571 Primeline ML5,NEPTUNE PACIFIC DIRECT LINE PTE. LT,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (DFIC) - 9838,2024/01,Dong Fang International Container - QIDONG (DFIC)
seku9162958,SEKU9162958,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/09,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu7687813,SEGU7687813,FW4 - 40' Flush Folding Hicube Flatrack,Maersk A/S,On Hire,SCH-CN-ZZX - Xinhui Manuf,Guangdong Xinhui CIMC Special - 9843,2023/05,China International Marine - CDC
cxru1459725,CXRU1459725,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,Not Found,-,2014/01,Cronos Migration - CMQR
crxu8637246,CRXU8637246,T11A24 - Tk Un T11 24 Cbm 6 Bar,Not Found,Positioning Out,Not Found,-,2007/03,Cronos Migration - NSSC
segu9343397,SEGU9343397,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"TOTE Maritime Alaska, LLC",On Hire,NAW-US-QQW - Calif Pier,US West Coast Pier Depot - 9016,2016/04,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu7322498,SEGU7322498,OT4 - 40' Open Top,Sold,Not Found,Not Found,Not Found,USA/971-AB/13-01,CXIC Group Hong Kong Company Limited - CXIC GROUP
crxu7400814,CRXU7400814,OT4 - 40' Open Top,Sold,Not Found,Not Found,Not Found,I-TO/39725/85,Cronos Migration - SICM
segu9120520,SEGU9120520,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/11,China International Marine - CIMC QINGDAO (QCRC)
cxru1304385,CXRU1304385,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Ocean Network Express Pte. Ltd.,On Hire,Not Found,-,2013/07,Cronos Migration - CMQR
cxru1382290,CXRU1382290,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CJ ICM FZCO,On Hire,MEA-AE-DXB - Dubai,Techno Container Repair LLC - 3000,2013/10,Cronos Migration - CIMC
segu9731598,SEGU9731598,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),BOXA Shipping Limited,On Hire,MCH-CN-SHA - Shanghai,Greating Fortune Shanghai Container - 1713,2019/05,Qingdao Pacific Container Co Ltd - SINGAMAS (QPCL)
seku9318146,SEKU9318146,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Yang Ming Marine Transport Corp.,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2022/04,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu8037031,SEGU8037031,T11A25 - Tk Un T11 25Cbm 6 Bar,Stolt Tank Containers Leasing Ltd,On Hire,NAE-US-HOU - Houston,Stolt Nielsen USA  Inc - 1873,2013/12,Nantong Tank Container Co Ltd - NTTANK (NTT)
segu9830224,SEGU9830224,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",Interasia Lines Singapore Pte Ltd,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2020/05,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9576676,SEGU9576676,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CMA CGM,On Hire,NCH-CN-TAO - Qingdao,CML Central Depot - 2612,2017/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
cxru1218760,CXRU1218760,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",Sold,Not Found,Not Found,Not Found,GB/C9389BV/2012,Cronos Migration - CMQR
segu9654130,SEGU9654130,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),"Namsung Shipping Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2018/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu9197899,SEGU9197899,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong Pacific Logistics Equipment Co L - 9756,2015/01,Qidong Pacific Logistics Equipment - QIDONG (QPLC)
segu7606278,SEGU7606278,FB2 - 20' Flush Folding Flatrack,Tropical Shipping and Construction,On Hire,NAE-US-MIA - Miami,Maritime Container Services Inc - 1327,2012/09,China International Marine - CIMC XINHUI (XCCC)
SEKU9395986,SEKU9395986,RW2C-PL5 - 20'HCRF Carr 69NT40-571 Primeline ML5,NEPTUNE PACIFIC DIRECT LINE PTE. LT,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (DFIC) - 9838,2024/01,Dong Fang International Container - QIDONG (DFIC)
cxru1135921,CXRU1135921,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Sold,Not Found,Not Found,Not Found,USA/654-AB/12-02,Cronos Migration - CMQR
seku9162979,SEKU9162979,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/09,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
SEGU8114591,SEGU8114591,T11A26 - Tk Un T11 26Cbm 6 Bar,Stolt Tank Containers Leasing Ltd,On Hire,MCH-CN-ZYN - Nantong Manuf,"Nantong Tank Container Co., Ltd - 9736",2019/05,Nantong Tank Container Co Ltd - NTTANK (NTT)
segu7687834,SEGU7687834,FW4 - 40' Flush Folding Hicube Flatrack,Maersk A/S,On Hire,SCH-CN-ZZX - Xinhui Manuf,Guangdong Xinhui CIMC Special - 9843,2023/05,China International Marine - CDC
crxu8637267,CRXU8637267,T11A24 - Tk Un T11 24 Cbm 6 Bar,Sold,Not Found,Not Found,Not Found,GB/C 60954 LR/2007,Cronos Migration - NSSC
segu9343416,SEGU9343416,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"TOTE Maritime Alaska, LLC",On Hire,NAW-US-QQW - Calif Pier,US West Coast Pier Depot - 9016,2016/04,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu7322517,SEGU7322517,OT2 - 20' Open Top,Sold,Not Found,Not Found,Not Found,Not Found,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
cxru1459746,CXRU1459746,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,Not Found,-,2014/01,Cronos Migration - CMQR
segu9120541,SEGU9120541,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/11,China International Marine - CIMC QINGDAO (QCRC)
cxru1382310,CXRU1382310,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CMA CGM,On Hire,Not Found,-,2013/10,Cronos Migration - CIMC
segu9830245,SEGU9830245,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",Interasia Lines Singapore Pte Ltd,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2020/05,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
cxru1304404,CXRU1304404,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CMA CGM,On Hire,SCH-HK-HKG - Hong Kong,PCL Container Services Ltd - 1171,2013/07,Cronos Migration - CMQR
seku9318167,SEKU9318167,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Yang Ming Marine Transport Corp.,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2022/04,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9654151,SEGU9654151,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),"Namsung Shipping Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2018/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
cxru1218780,CXRU1218780,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",COSCO (Cayman) Mercury Co. Ltd,On Hire,Not Found,-,2012/12,Cronos Migration - CMQR
segu9498465,SEGU9498465,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",CMA CGM,On Hire,MCH-CN-SHA - Shanghai,"Sanlly Container Services Co., Ltd. - 1623",2017/03,China International Marine - CIMC TAICANG
segu9197918,SEGU9197918,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong Pacific Logistics Equipment Co L - 9756,2015/01,Qidong Pacific Logistics Equipment - QIDONG (QPLC)
segu7606299,SEGU7606299,FB2 - 20' Flush Folding Flatrack,Tropical Shipping and Construction,On Hire,NAE-US-MIA - Miami,Maritime Container Services Inc - 1327,2012/09,China International Marine - CIMC XINHUI (XCCC)
seku9162990,SEKU9162990,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/09,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
SEKU9396004,SEKU9396004,RW2C-PL5 - 20'HCRF Carr 69NT40-571 Primeline ML5,NEPTUNE PACIFIC DIRECT LINE PTE. LT,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (DFIC) - 9838,2024/01,Dong Fang International Container - QIDONG (DFIC)
crxu8637288,CRXU8637288,T11A24 - Tk Un T11 24 Cbm 6 Bar,"Daelim Co., Ltd.",On Hire,Not Found,-,2007/03,Cronos Migration - NSSC
cxru1135942,CXRU1135942,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,Not Found,-,2012/05,Cronos Migration - CMQR
segu7687855,SEGU7687855,FW4 - 40' Flush Folding Hicube Flatrack,Maersk A/S,On Hire,SCH-CN-ZZX - Xinhui Manuf,Guangdong Xinhui CIMC Special - 9843,2023/05,China International Marine - CDC
segu9343437,SEGU9343437,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"TOTE Maritime Alaska, LLC",On Hire,NAW-US-QQW - Calif Pier,US West Coast Pier Depot - 9016,2016/04,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu9120562,SEGU9120562,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/11,China International Marine - CIMC QINGDAO (QCRC)
CXSU1165447,CXSU1165447,FB2 - 20' Flush Folding Flatrack,CMA CGM,On Hire,MCH-CN-SHA - Shanghai,Greating Fortune Shanghai Container - 1713,2013/08,Cronos Migration - CIMX
segu9830266,SEGU9830266,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",Interasia Lines Singapore Pte Ltd,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2020/05,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
cxru1304425,CXRU1304425,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-TAO - Qingdao,Qingdao Ocean & Great Asia Logistic - 1405,2013/07,Cronos Migration - CMQR
segu8037089,SEGU8037089,T11A25 - Tk Un T11 25Cbm 6 Bar,BULK TAINER LOGISTICS LIMITED,On Hire,NWE-BE-ANR - Antwerp,Itact Nv - 2054,2013/12,Nantong Tank Container Co Ltd - NTTANK (NTT)
cxru1459767,CXRU1459767,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,Not Found,-,2014/01,Cronos Migration - CMQR
seku9318188,SEKU9318188,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Yang Ming Marine Transport Corp.,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2022/04,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu7322538,SEGU7322538,OT2 - 20' Open Top,CJ ICM FZCO,On Hire,MEA-AE-DXB - Dubai,Modern Freight Co LLC - 1719,2013/08,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
cxtu1023750,CXTU1023750,T11A24 - Tk Un T11 24 Cbm 6 Bar,Newport Europe B.V.,On Hire,Not Found,-,2012/06,Cronos Migration - NCTE
segu9731622,SEGU9731622,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),BOXA Shipping Limited,On Hire,NCH-CN-TAO - Qingdao,Qingdao Singamas International - 2780,2019/05,Qingdao Pacific Container Co Ltd - SINGAMAS (QPCL)
segu9992159,SEGU9992159,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2021/01,China International Marine - CIMC TAICANG
SEGU8114626,SEGU8114626,T11A26 - Tk Un T11 26Cbm 6 Bar,Stolt Tank Containers Leasing Ltd,On Hire,MCH-CN-ZYN - Nantong Manuf,"Nantong Tank Container Co., Ltd - 9736",2019/04,Nantong Tank Container Co Ltd - NTTANK (NTT)
crtu4702319,CRTU4702319,RT4Y - Rolltrailer 40' 60 - 80 Ton,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - ROKO
segu9042407,SEGU9042407,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2012/12,China International Marine - CIMC QINGDAO (QCRC)
segu9576700,SEGU9576700,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2017/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu9654172,SEGU9654172,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),"Namsung Shipping Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2018/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
cxru1218800,CXRU1218800,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",Sold,Not Found,Not Found,Not Found,GB/C9389BV/2012,Cronos Migration - CMQR
segu9498486,SEGU9498486,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E","COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2017/03,China International Marine - CIMC TAICANG
segu9197939,SEGU9197939,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong Pacific Logistics Equipment Co L - 9756,2015/01,Qidong Pacific Logistics Equipment - QIDONG (QPLC)
segu7606318,SEGU7606318,FB2 - 20' Flush Folding Flatrack,Tropical Shipping and Construction,On Hire,NAE-US-MIA - Miami,Maritime Container Services Inc - 1327,2012/09,China International Marine - CIMC XINHUI (XCCC)
seku9163018,SEKU9163018,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/09,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
crxu8637307,CRXU8637307,T11A24 - Tk Un T11 24 Cbm 6 Bar,Sold,Not Found,Not Found,Not Found,GB/C 60954 LR/2007,Cronos Migration - NSSC
SEKU9396025,SEKU9396025,RW2C-PL5 - 20'HCRF Carr 69NT40-571 Primeline ML5,NEPTUNE PACIFIC DIRECT LINE PTE. LT,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (DFIC) - 9838,2024/01,Dong Fang International Container - QIDONG (DFIC)
cxru1135963,CXRU1135963,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,Not Found,-,2012/05,Cronos Migration - CMQR
segu7687876,SEGU7687876,FW4 - 40' Flush Folding Hicube Flatrack,Maersk A/S,On Hire,SCH-CN-ZZX - Xinhui Manuf,Guangdong Xinhui CIMC Special - 9843,2023/06,China International Marine - CDC
segu9343458,SEGU9343458,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2016/04,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
segu9120583,SEGU9120583,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/11,China International Marine - CIMC QINGDAO (QCRC)
CXSU1165468,CXSU1165468,FB2 - 20' Flush Folding Flatrack,TS CONTAINER LINES PTE. LTD.,On Hire,MCH-CN-SHA - Shanghai,Donghwa Container Trans Service Corp - 2161,2013/08,Cronos Migration - CIMX
segu8037108,SEGU8037108,T11A21 - Tk Un T11 >21Cbm 6 Bar,PT Freeport Indonesia,On Hire,SEA-SG-SIN - Singapore,Eng Kong Container Agencies Pte Ltd - 1699,2013/12,Nantong Tank Container Co Ltd - NTTANK (NTT)
seku9318207,SEKU9318207,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Yang Ming Marine Transport Corp.,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2022/04,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9654193,SEGU9654193,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),"Namsung Shipping Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2018/11,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
SEGU8114647,SEGU8114647,T11A26 - Tk Un T11 26Cbm 6 Bar,Stolt Tank Containers Leasing Ltd,On Hire,MCH-CN-ZYN - Nantong Manuf,"Nantong Tank Container Co., Ltd - 9736",2019/04,Nantong Tank Container Co Ltd - NTTANK (NTT)
cxru1459788,CXRU1459788,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,Not Found,-,2014/01,Cronos Migration - CMQR
cxru1304446,CXRU1304446,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Ocean Network Express Pte. Ltd.,On Hire,Not Found,-,2013/07,Cronos Migration - CMQR
segu7322559,SEGU7322559,OT2 - 20' Open Top,Sold,Not Found,Not Found,Not Found,USA/793-AB/12-02,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu9830287,SEGU9830287,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",Interasia Lines Singapore Pte Ltd,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2020/05,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
cxru1218820,CXRU1218820,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",Sold,Not Found,Not Found,Not Found,GB/C9389BV/2012,Cronos Migration - CMQR
seku9163039,SEKU9163039,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/09,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9197950,SEGU9197950,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong Pacific Logistics Equipment Co L - 9756,2015/01,Qidong Pacific Logistics Equipment - QIDONG (QPLC)
segu9731643,SEGU9731643,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),BOXA Shipping Limited,On Hire,MCH-CN-SHA - Shanghai,Greating Fortune Shanghai Container - 1713,2019/05,Qingdao Pacific Container Co Ltd - SINGAMAS (QPCL)
segu9042428,SEGU9042428,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2012/12,China International Marine - CIMC QINGDAO (QCRC)
segu7606339,SEGU7606339,FB2 - 20' Flush Folding Flatrack,Tropical Shipping and Construction,On Hire,NAE-US-MIA - Miami,Maritime Container Services Inc - 1327,2012/09,China International Marine - CIMC XINHUI (XCCC)
