Product Name,Product Link,Product Price,Product Category,Image & Anchor Links,Full Description,Left Eye Power,Right Eye Power,Sale Price,Product Subcategory
Ltayef Beauty 2 In1 Arm Clean Sponge Blk,https://adasat.online/kw-en/product-details/accessories/brushes/ltayef-beauty/ltayef-beauty-2-in1-arm-clean-sponge-blk,6.8,Brushes,"https://cdn.adasat.online/product/additional/product21642001118.jpg, https://cdn.adasat.online/product/product11642001118.jpg, https://cdn.adasat.online/product/additional/product21642001118.jpg, https://cdn.adasat.online/product/product11642001118.jpg","GENERAL DESCRIPTION
GENERAL INFO:
It comes with a wrist strap design with adjustable mesh straps, more portable, and easy to use.
It has a sponge for removing color from makeup brushes and more convenient for you when you change from one color to another color.
It can be used for eyeshadow, powder, blush, etc.
Comes with a large area clear makeup brush band that allows you to brush, it is larger than the other common sponge tools to remove the color from brushes.
Reusable and washable with warm water and soap.
It has sophisticated stitching techniques that make it strong and durable
Strongly elastic materials that perfectly fit for arms, convenient and accessible.
Size: 15X10cm
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",,,,Ltayef Beauty
Ltayef Beauty Grey Cover Brush Set 9 Pcs,https://adasat.online/kw-en/product-details/accessories/brushes/ltayef-beauty/ltayef-beauty-grey-cover-brush-set-9-pcs,12.0,Brushes,"https://cdn.adasat.online/product/additional/product31642000162.jpg, https://cdn.adasat.online/product/product11642000162.jpg, https://cdn.adasat.online/product/additional/product21642000162.jpg, https://cdn.adasat.online/product/additional/product31642000162.jpg, https://cdn.adasat.online/product/product11642000162.jpg","GENERAL DESCRIPTION
GENERAL INFO:
 Eye Brushes - 5 Pcs
 Eyebrow Brush
 Foundation Brush
 Blush Brush
 Powder Brush
 Bag
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",,,,Ltayef Beauty
Ltayef Beauty Black Brush 16pcs Set,https://adasat.online/kw-en/product-details/accessories/brushes/ltayef-beauty/ltayef-beauty-black-brush-16pcs-set,18.9,Brushes,"https://cdn.adasat.online/product/additional/product31641998854.jpg, https://cdn.adasat.online/product/product11666604455.jpg, https://cdn.adasat.online/product/additional/product21641998854.jpg, https://cdn.adasat.online/product/additional/product31641998854.jpg, https://cdn.adasat.online/product/product11666604455.jpg","GENERAL DESCRIPTION
GENERAL INFO:
 Eye Brushes - 8 Pcs
 2 Eyebrow Brush 
 Foundation Brush 
 Face Brush 
 Blush Brush 
 Powder Brush 
 Contour Brush 
 Highlighter Brush 
 Bag
  Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",,,,Ltayef Beauty
Ltayef Beauty Silver Makeup Brush 14pcs,https://adasat.online/kw-en/product-details/accessories/brushes/ltayef-beauty/ltayef-beauty-silver-makeup-brush-14,18.8,Brushes,"https://cdn.adasat.online/product/additional/product31641997180.jpg, https://cdn.adasat.online/product/product11666604561.jpg, https://cdn.adasat.online/product/additional/product21641997180.jpg, https://cdn.adasat.online/product/additional/product31641997180.jpg, https://cdn.adasat.online/product/product11666604561.jpg","GENERAL DESCRIPTION
GENERAL INFO:
 Eye Brushes - 4 Pcs
 2 Eyebrow Brush 
 Foundation Brush 
 Face Brush 
 Blush Brush 
 Powder Brush 
 Contour Brush 
 Highlighter Brush 
 Brow/Lash Brush
 Spiral Mascara and Eyebrow Brush
 Bag
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",,,,Ltayef Beauty
Natural Brown,https://adasat.online/kw-en/product-details/colored-lenses/dahab/natural-daily-1-pair/natural-brown,5.5,Dahab,"https://cdn.adasat.online/product/additional/product41722418075.jpg, https://cdn.adasat.online/product/product11722418075.jpg, https://cdn.adasat.online/product/additional/product21722418075.jpg, https://cdn.adasat.online/product/additional/product31722418075.jpg, https://cdn.adasat.online/product/additional/product41722418075.jpg, https://cdn.adasat.online/product/product11722418075.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, 62% Polyhema
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",0.00,0.00,,Natural Daily 1 Pair
Natural Black,https://adasat.online/kw-en/product-details/colored-lenses/dahab/natural-daily-1-pair/natural-black,5.5,Dahab,"https://cdn.adasat.online/product/additional/product31722418043.jpg, https://cdn.adasat.online/product/product11722418043.jpg, https://cdn.adasat.online/product/additional/product21722418043.jpg, https://cdn.adasat.online/product/additional/product31722418043.jpg, https://cdn.adasat.online/product/product11722418043.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, 62% Polyhema
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",0.00,0.00,,Natural Daily 1 Pair
Brownish,https://adasat.online/kw-en/product-details/colored-lenses/dahab/natural-daily-1-pair/brownish,5.5,Dahab,"https://cdn.adasat.online/product/additional/product21721223102.jpg, https://cdn.adasat.online/product/product11721223101.jpg, https://cdn.adasat.online/product/additional/product21721223102.jpg, https://cdn.adasat.online/product/product11721223101.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, 62% Polyhema
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",0.00,0.00,,Natural Daily 1 Pair
Grayish,https://adasat.online/kw-en/product-details/colored-lenses/dahab/natural-daily-1-pair/grayish,5.5,Dahab,"https://cdn.adasat.online/product/additional/product21721223007.jpg, https://cdn.adasat.online/product/product11721223006.jpg, https://cdn.adasat.online/product/additional/product21721223007.jpg, https://cdn.adasat.online/product/product11721223006.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, 62% Polyhema
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only",0.00,0.00,,Natural Daily 1 Pair
Natural Blue,https://adasat.online/kw-en/product-details/colored-lenses/dahab/natural-daily-1-pair/dahab-blue3,5.5,Dahab,"https://cdn.adasat.online/product/product11709019714.jpg, https://cdn.adasat.online/product/additional/product21709019714.jpg, https://cdn.adasat.online/product/product11709019714.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, 62% Polyhema
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only","0.00,-0.50,-0.75,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.50,-5.00,-5.50,-6.00","0.00,-0.50,-0.75,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.50,-5.00,-5.50,-6.00",,Natural Daily 1 Pair
Natural Gray,https://adasat.online/kw-en/product-details/colored-lenses/dahab/natural-daily-1-pair/dahab-gray3,5.5,Dahab,"https://cdn.adasat.online/product/product11709019517.jpg, https://cdn.adasat.online/product/additional/product21709019518.jpg, https://cdn.adasat.online/product/product11709019517.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, 62% Polyhema
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only","0.00,-0.50,-0.75,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.50,-5.00,-5.50,-6.00","0.00,-0.50,-0.75,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.50,-5.00,-5.50,-6.00",,Natural Daily 1 Pair
Dahab Honey,https://adasat.online/kw-en/product-details/colored-lenses/dahab/natural-daily-1-pair/dahab-honey1,5.5,Dahab,"https://cdn.adasat.online/product/product11709018964.jpg, https://cdn.adasat.online/product/additional/product21709018964.jpg, https://cdn.adasat.online/product/product11709018964.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, 62% Polyhema
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only","0.00,-0.50,-0.75,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.50,-4.75,-5.00,-5.50,-6.00","0.00,-0.50,-0.75,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.50,-4.75,-5.00,-5.50,-6.00",,Natural Daily 1 Pair
Natural Green,https://adasat.online/kw-en/product-details/colored-lenses/dahab/natural-daily-1-pair/dahab-green2,5.5,Dahab,"https://cdn.adasat.online/product/product11709019438.jpg, https://cdn.adasat.online/product/additional/product21709019438.jpg, https://cdn.adasat.online/product/product11709019438.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, 62% Polyhema
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only","0.00,-0.50,-0.75,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.50,-5.00,-5.50,-6.00","0.00,-0.50,-0.75,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.50,-5.00,-5.50,-6.00",,Natural Daily 1 Pair
Natural Hazel,https://adasat.online/kw-en/product-details/colored-lenses/dahab/natural-daily-1-pair/dahab-hazel,5.5,Dahab,"https://cdn.adasat.online/product/product11709019628.jpg, https://cdn.adasat.online/product/additional/product21709019628.jpg, https://cdn.adasat.online/product/product11709019628.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, 62% Polyhema
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only","0.00,-0.50,-0.75,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.50,-5.00,-5.50,-6.00","0.00,-0.50,-0.75,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.50,-5.00,-5.50,-6.00",,Natural Daily 1 Pair
Dahab Cappuccino,https://adasat.online/kw-en/product-details/colored-lenses/dahab/natural-daily-1-pair/dahab-cappuccino,5.5,Dahab,"https://cdn.adasat.online/product/product11709019350.jpg, https://cdn.adasat.online/product/additional/product21709019350.jpg, https://cdn.adasat.online/product/product11709019350.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
Daily disposable
· LENS MATERIAL
38%H2O, 62% Polyhema
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only","0.00,-0.50,-0.75,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.50,-5.00,-5.50,-6.00","0.00,-0.50,-0.75,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.50,-5.00,-5.50,-6.00",,Natural Daily 1 Pair
Natural Brown,https://adasat.online/kw-en/product-details/colored-lenses/dahab/dahab-natural-monthly/natural-brown3,12.0,Dahab,"https://cdn.adasat.online/product/additional/product41722417913.jpg, https://cdn.adasat.online/product/product11722417913.jpg, https://cdn.adasat.online/product/additional/product21722417913.jpg, https://cdn.adasat.online/product/additional/product31722417913.jpg, https://cdn.adasat.online/product/additional/product41722417913.jpg, https://cdn.adasat.online/product/product11722417913.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
6 Months disposable
· LENS MATERIAL
38%H2O, 62% Polyhema
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only","0.00,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.25,-4.50,-4.75,-5.00,-5.25,-5.50,-5.75,-6.00","0.00,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.25,-4.50,-4.75,-5.00,-5.25,-5.50,-5.75,-6.00",,Dahab Natural Monthly
Natural Black,https://adasat.online/kw-en/product-details/colored-lenses/dahab/dahab-natural-monthly/natural-black3,12.0,Dahab,"https://cdn.adasat.online/product/additional/product31722417955.jpg, https://cdn.adasat.online/product/product11722417955.jpg, https://cdn.adasat.online/product/additional/product21722417955.jpg, https://cdn.adasat.online/product/additional/product31722417955.jpg, https://cdn.adasat.online/product/product11722417955.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
6 Months disposable
· LENS MATERIAL
38%H2O, 62% Polyhema
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only","0.00,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.25,-4.50,-4.75,-5.00,-5.25,-5.50,-5.75,-6.00","0.00,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.25,-4.50,-4.75,-5.00,-5.25,-5.50,-5.75,-6.00",,Dahab Natural Monthly
Grayish,https://adasat.online/kw-en/product-details/colored-lenses/dahab/dahab-natural-monthly/grayish,12.0,Dahab,"https://cdn.adasat.online/product/additional/product31717928871.jpg, https://cdn.adasat.online/product/product11717928871.jpg, https://cdn.adasat.online/product/additional/product21717928871.jpg, https://cdn.adasat.online/product/additional/product31717928871.jpg, https://cdn.adasat.online/product/product11717928871.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
6 Months disposable
· LENS MATERIAL
38%H2O, 62% Polyhema
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only","0.00,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.25,-4.50,-5.00,-5.50,-6.00","0.00,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.25,-4.50,-5.00,-5.50,-6.00",,Dahab Natural Monthly
Brownish,https://adasat.online/kw-en/product-details/colored-lenses/dahab/dahab-natural-monthly/brownish,12.0,Dahab,"https://cdn.adasat.online/product/additional/product31717928576.jpg, https://cdn.adasat.online/product/product11717928576.jpg, https://cdn.adasat.online/product/additional/product21717928576.jpg, https://cdn.adasat.online/product/additional/product31717928576.jpg, https://cdn.adasat.online/product/product11717928576.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
6 Months disposable
· LENS MATERIAL
38%H2O, 62% Polyhema
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only","0.00,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.25,-4.50,-5.00,-5.50,-6.00","0.00,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.25,-4.50,-5.00,-5.50,-6.00",,Dahab Natural Monthly
Natural Blue,https://adasat.online/kw-en/product-details/colored-lenses/dahab/dahab-natural-monthly/dahab-blue,12.0,Dahab,"https://cdn.adasat.online/product/product11709019732.jpg, https://cdn.adasat.online/product/additional/product21709019733.jpg, https://cdn.adasat.online/product/product11709019732.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
6 Months disposable
· LENS MATERIAL
38%H2O, 62% Polyhema
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only","+5.00,+4.50,+4.00,+3.50,+3.00,+2.50,+2.00,+1.50,+1.00,0.00,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.25,-4.50,-4.75,-5.00,-5.25,-5.50,-5.75,-6.00,-6.50,-7.00,-7.50,-8.00,-8.50,-9.00,-9.50,-10.00","+5.00,+4.50,+4.00,+3.50,+3.00,+2.50,+2.00,+1.50,+1.00,0.00,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.25,-4.50,-4.75,-5.00,-5.25,-5.50,-5.75,-6.00,-6.50,-7.00,-7.50,-8.00,-8.50,-9.00,-9.50,-10.00",,Dahab Natural Monthly
Natural Gray,https://adasat.online/kw-en/product-details/colored-lenses/dahab/dahab-natural-monthly/dahab-gray,12.0,Dahab,"https://cdn.adasat.online/product/product11709019562.jpg, https://cdn.adasat.online/product/additional/product21709019562.jpg, https://cdn.adasat.online/product/product11709019562.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
6 Months disposable
· LENS MATERIAL
38%H2O, 62% Polyhema
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only","+5.00,+4.50,+4.00,+3.50,+3.00,+2.50,+2.00,+1.50,+1.00,0.00,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.25,-4.50,-4.75,-5.00,-5.25,-5.50,-5.75,-6.00,-6.50,-7.00,-7.50,-8.00,-8.50,-9.00,-9.50,-10.00","+5.00,+4.50,+4.00,+3.50,+3.00,+2.50,+2.00,+1.50,+1.00,0.00,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.25,-4.50,-4.75,-5.00,-5.25,-5.50,-5.75,-6.00,-6.50,-7.00,-7.50,-8.00,-8.50,-9.00,-9.50,-10.00",,Dahab Natural Monthly
Natural Green,https://adasat.online/kw-en/product-details/colored-lenses/dahab/dahab-natural-monthly/dahab-green,12.0,Dahab,"https://cdn.adasat.online/product/product11709019463.jpg, https://cdn.adasat.online/product/additional/product21709019463.jpg, https://cdn.adasat.online/product/product11709019463.jpg","GENERAL DESCRIPTION
GENERAL INFO:
  · PACKAGING 
1 box contains 2 lenses
· REPLACEMENT
6 Months disposable
· LENS MATERIAL
38%H2O, 62% Polyhema
· LENS SEGMENT
Colored lens
· DIAMETER
14.2
· BASE CURVE
8.6
Local Delivery within 48 working hours
Cash on delivery service cost 1 KD
Working hours: 10:00 AM - 7:00 PM Kuwait Time
Customer service 00965 22282990
Delivery to: (Sabah Al Ahmad, Al Wafra, Umm Al Hayman, Al Khairan, South Abdullah Al Mubarak, West Abdullah Al Mubarak, Ahmadi) is Saturday, Monday, Wednesday Only","0.00,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.25,-4.50,-4.75,-5.00,-5.25,-5.50,-5.75,-6.00","0.00,-1.00,-1.25,-1.50,-1.75,-2.00,-2.25,-2.50,-2.75,-3.00,-3.25,-3.50,-3.75,-4.00,-4.25,-4.50,-4.75,-5.00,-5.25,-5.50,-5.75,-6.00",,Dahab Natural Monthly
